Name,Nation,Team,Position,Age,Matches Played,Starts,Min,Goals,Assists,Yellow Cards,Red Cards,xG,xAG,PrgC,PrgP_x,PrgR_x,Gls90,Ast90,xG90,xAG90,GA90,Save%,CS%,PK Save%,SoT%,SoT/90,G/Sh,Dist,Cmp,Cmp%,TotDist,Short Cmp%,Med Cmp%,Long Cmp%,KP,1/3_x,PPA,CrsPA,PrgP_y,SCA,SCA90,GCA,GCA90,Tkl,TklW,Att_x,Lost_x,Blocks,Sh,Pass,Int,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att_y,Succ%,Tkld%,Carries,ProDist,ProgC,1/3_y,CPA,Mis,Dis,Rec,PrgR_y,Fls,Fld,Off,Crs,Recov,Won,Lost_y,Won%
Sam Johnstone,ENG,Wolves,GK,N/a,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,61.5,1.0,2.0,N/a,0.0,0.0,N/a,184.0,66.2,5548.0,32.0,82.0,160.0,0.0,1.0,6.0,0.0,0.0,2.0,0.29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,306.0,229.0,304.0,2.0,0.0,0.0,306.0,0.0,0.0,N/a,196.0,1221.0,756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0
Sam Morsy,EGY,Ipswich Town,MF,N/a,29.0,27.0,2419.0,26.9,1.0,1.0,2.0,0.3,0.8,14.0,103.0,9.0,0.04,0.04,0.01,0.03,N/a,N/a,N/a,N/a,22.2,0.33,0.07,0.11,1083.0,86.3,17344.0,608.0,459.0,120.0,0.2,18.0,127.0,13.0,2.0,39.0,1.45,0.07,2.0,60.0,34.0,56.0,32.0,13.0,19.0,28.0,88.0,1468.0,85.0,439.0,834.0,209.0,4.0,1468.0,12.0,6.0,30.0,750.0,3990.0,1715.0,14.0,20.0,2.0,15.0,10.0,44.0,23.0,0.0,12.0,1.0,138.0,16.0,23.0
Sammie Szmodics,IRL,Ipswich Town,"FW,MF",N/a,19.0,13.0,979.0,10.9,4.0,0.0,4.0,3.4,0.2,16.0,18.0,46.0,0.37,0.0,0.31,0.02,N/a,N/a,N/a,N/a,57.1,1.93,1.1,0.19,144.0,74.2,2402.0,77.0,64.0,29.0,-0.2,4.0,10.0,4.0,1.0,9.0,0.83,0.0,0.0,15.0,9.0,23.0,10.0,2.0,8.0,6.0,21.0,309.0,17.0,80.0,119.0,116.0,33.0,309.0,4.0,6.0,50.0,174.0,989.0,399.0,16.0,8.0,7.0,24.0,17.0,9.0,8.0,8.0,13.0,0.0,41.0,6.0,11.0
Sander Berge,NOR,Fulham,MF,N/a,27.0,23.0,2017.0,22.4,0.0,0.0,0.0,0.2,0.6,27.0,110.0,8.0,0.0,0.0,0.01,0.03,N/a,N/a,N/a,N/a,0.0,0.09,0.0,0.0,985.0,91.3,17541.0,443.0,502.0,106.0,-0.6,17.0,104.0,4.0,0.0,41.0,1.83,0.09,2.0,48.0,28.0,37.0,26.0,8.0,18.0,20.0,68.0,1255.0,75.0,345.0,720.0,196.0,13.0,1255.0,11.0,6.0,30.0,734.0,3957.0,1794.0,27.0,22.0,2.0,11.0,15.0,27.0,8.0,0.0,3.0,0.0,116.0,25.0,20.0
Sandro Tonali,ITA,Newcastle Utd,MF,N/a,32.0,24.0,2270.0,25.2,3.0,2.0,5.0,3.6,1.4,33.0,113.0,47.0,0.12,0.08,0.14,0.05,N/a,N/a,N/a,N/a,32.3,1.23,0.4,0.1,1090.0,83.7,17149.0,644.0,461.0,118.0,0.6,20.0,87.0,25.0,4.0,60.0,2.38,0.32,8.0,46.0,29.0,43.0,30.0,10.0,20.0,30.0,76.0,1556.0,60.0,357.0,860.0,365.0,40.0,1556.0,19.0,13.0,37.1,839.0,4584.0,1959.0,33.0,33.0,5.0,25.0,23.0,36.0,40.0,2.0,30.0,0.0,162.0,12.0,11.0
Santiago Bueno,URU,Wolves,DF,N/a,27.0,18.0,1678.0,18.6,0.0,0.0,0.0,0.4,0.0,1.0,28.0,1.0,0.0,0.0,0.02,0.0,N/a,N/a,N/a,N/a,50.0,0.32,0.16,0.0,730.0,88.2,13408.0,278.0,435.0,90.0,0.0,0.0,24.0,2.0,0.0,12.0,0.64,0.21,3.0,40.0,21.0,22.0,35.0,20.0,15.0,15.0,55.0,1008.0,168.0,510.0,480.0,21.0,6.0,1008.0,0.0,4.0,100.0,547.0,2722.0,1429.0,1.0,2.0,0.0,2.0,2.0,26.0,5.0,0.0,0.0,0.0,43.0,34.0,31.0
Saša Lukić,SRB,Fulham,MF,N/a,27.0,25.0,2079.0,23.1,0.0,2.0,2.0,1.0,2.6,37.0,87.0,29.0,0.0,0.09,0.04,0.11,N/a,N/a,N/a,N/a,13.3,0.65,0.09,0.0,991.0,87.8,16673.0,513.0,467.0,107.0,-0.6,23.0,93.0,14.0,5.0,50.0,2.17,0.13,2.0,62.0,36.0,49.0,17.0,7.0,10.0,25.0,87.0,1340.0,49.0,290.0,766.0,297.0,15.0,1340.0,8.0,5.0,29.4,749.0,4013.0,2013.0,37.0,37.0,4.0,20.0,7.0,58.0,25.0,0.0,53.0,0.0,103.0,18.0,23.0
Sean Longstaff,ENG,Newcastle Utd,MF,N/a,24.0,8.0,797.0,8.9,0.0,0.0,0.0,0.6,0.2,4.0,40.0,22.0,0.0,0.0,0.07,0.02,N/a,N/a,N/a,N/a,16.7,0.68,0.11,0.0,294.0,84.5,4403.0,185.0,120.0,22.0,-0.2,4.0,26.0,1.0,0.0,14.0,1.58,0.23,1.0,27.0,16.0,27.0,17.0,5.0,12.0,7.0,34.0,433.0,23.0,122.0,193.0,121.0,21.0,433.0,2.0,4.0,57.1,248.0,1176.0,429.0,4.0,10.0,2.0,9.0,7.0,9.0,6.0,0.0,5.0,0.0,31.0,7.0,7.0
Sepp van den Berg,NED,Brentford,DF,N/a,26.0,24.0,2136.0,23.7,0.0,0.0,0.0,1.4,0.2,8.0,66.0,27.0,0.0,0.0,0.06,0.01,N/a,N/a,N/a,N/a,28.6,0.59,0.17,0.0,876.0,83.9,15011.0,446.0,480.0,89.0,-0.2,4.0,55.0,3.0,1.0,20.0,0.84,0.08,1.0,35.0,22.0,25.0,47.0,33.0,14.0,19.0,54.0,1329.0,236.0,673.0,502.0,157.0,40.0,1329.0,4.0,3.0,42.9,583.0,2899.0,1446.0,8.0,9.0,0.0,14.0,6.0,19.0,5.0,1.0,7.0,0.0,79.0,79.0,62.0
Sergio Reguilón,ESP,Tottenham,DF,N/a,3.0,0.0,123.0,1.4,0.0,0.0,0.0,0.1,0.0,4.0,12.0,10.0,0.0,0.0,0.05,0.02,N/a,N/a,N/a,N/a,0.0,0.73,0.0,0.0,73.0,69.5,1144.0,44.0,47.0,9.0,0.0,1.0,11.0,2.0,1.0,1.0,0.73,0.0,0.0,4.0,3.0,3.0,4.0,0.0,4.0,2.0,6.0,121.0,2.0,28.0,61.0,33.0,3.0,121.0,2.0,0.0,0.0,64.0,293.0,180.0,4.0,2.0,1.0,1.0,1.0,2.0,5.0,0.0,10.0,0.0,9.0,5.0,2.0
Simon Adingra,CIV,Brighton,"FW,MF",N/a,25.0,9.0,888.0,9.9,2.0,1.0,3.0,2.2,1.8,35.0,14.0,114.0,0.2,0.1,0.22,0.18,N/a,N/a,N/a,N/a,28.0,2.53,0.71,0.08,232.0,74.8,3398.0,166.0,94.0,26.0,-0.8,13.0,5.0,12.0,5.0,38.0,3.86,0.71,5.0,21.0,13.0,21.0,11.0,0.0,11.0,8.0,29.0,457.0,6.0,59.0,142.0,261.0,62.0,457.0,20.0,26.0,56.5,301.0,1999.0,968.0,35.0,17.0,19.0,33.0,10.0,10.0,2.0,2.0,34.0,0.0,38.0,5.0,3.0
Solly March,ENG,Brighton,"FW,MF",N/a,8.0,1.0,168.0,1.9,0.0,0.0,0.0,0.1,0.3,5.0,2.0,20.0,0.0,0.0,0.05,0.15,N/a,N/a,N/a,N/a,0.0,1.07,0.0,0.0,60.0,63.2,990.0,40.0,28.0,18.0,-0.3,3.0,2.0,4.0,4.0,7.0,3.77,1.08,2.0,6.0,3.0,8.0,3.0,0.0,3.0,2.0,8.0,118.0,3.0,12.0,33.0,73.0,7.0,118.0,1.0,3.0,75.0,57.0,398.0,167.0,5.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,20.0,0.0,7.0,1.0,2.0
Son Heung-min,KOR,Tottenham,FW,N/a,28.0,23.0,2004.0,22.3,7.0,9.0,16.0,7.0,8.2,87.0,104.0,259.0,0.31,0.4,0.31,0.37,N/a,N/a,N/a,N/a,45.3,2.38,1.08,0.11,703.0,79.0,9833.0,487.0,240.0,75.0,0.8,50.0,36.0,51.0,6.0,116.0,5.21,0.67,13.0,17.0,9.0,23.0,10.0,0.0,10.0,5.0,22.0,1093.0,15.0,110.0,347.0,646.0,117.0,1091.0,29.0,40.0,48.8,732.0,4522.0,2334.0,87.0,45.0,40.0,25.0,29.0,5.0,28.0,11.0,75.0,0.0,81.0,6.0,11.0
Stefan Ortega,GER,Manchester City,GK,N/a,13.0,12.0,1100.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,68.0,4.0,2.0,N/a,0.0,0.0,N/a,373.0,81.3,8327.0,105.0,196.0,154.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,492.0,383.0,489.0,3.0,0.0,0.0,492.0,0.0,0.0,N/a,323.0,1489.0,864.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,8.0,2.0,0.0
Stephy Mavididi,ENG,Leicester City,FW,N/a,30.0,16.0,1615.0,17.9,4.0,1.0,5.0,1.8,2.6,91.0,57.0,138.0,0.22,0.06,0.1,0.15,N/a,N/a,N/a,N/a,26.9,1.45,0.39,0.15,460.0,75.0,6191.0,314.0,184.0,43.0,-1.6,22.0,32.0,26.0,7.0,50.0,2.78,0.39,6.0,34.0,19.0,42.0,26.0,2.0,24.0,11.0,45.0,863.0,23.0,132.0,327.0,421.0,61.0,863.0,35.0,47.0,49.5,583.0,4343.0,2355.0,91.0,40.0,27.0,39.0,35.0,18.0,18.0,3.0,69.0,0.0,83.0,9.0,15.0
Sven Botman,NED,Newcastle Utd,DF,N/a,4.0,3.0,232.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.01,0.0,N/a,N/a,N/a,N/a,0.0,0.39,0.0,0.0,119.0,88.1,2026.0,67.0,53.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,3.0,2.0,1.0,1.0,4.0,10.0,165.0,24.0,67.0,93.0,6.0,5.0,165.0,1.0,1.0,33.3,85.0,357.0,178.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,8.0,11.0,6.0
Sávio,BRA,Manchester City,"FW,MF",N/a,27.0,21.0,1734.0,19.3,1.0,8.0,9.0,4.9,6.8,133.0,66.0,239.0,0.05,0.42,0.25,0.35,N/a,N/a,N/a,N/a,38.9,2.8,1.09,0.02,676.0,80.9,10078.0,459.0,277.0,54.0,1.2,44.0,19.0,47.0,8.0,107.0,5.55,0.78,10.0,22.0,16.0,18.0,13.0,2.0,11.0,6.0,28.0,1071.0,14.0,55.0,281.0,754.0,149.0,1071.0,51.0,39.0,35.1,766.0,6326.0,3494.0,133.0,44.0,73.0,42.0,37.0,17.0,27.0,3.0,81.0,0.0,79.0,1.0,2.0
Séamus Coleman,IRL,Everton,DF,N/a,3.0,2.0,197.0,2.2,0.0,0.0,0.0,0.6,0.0,1.0,8.0,2.0,0.0,0.0,0.26,0.0,N/a,N/a,N/a,N/a,100.0,0.46,0.46,0.0,57.0,72.2,1046.0,29.0,31.0,16.0,0.0,0.0,6.0,0.0,0.0,2.0,0.91,0.46,1.0,2.0,1.0,3.0,5.0,3.0,2.0,1.0,3.0,100.0,11.0,39.0,43.0,19.0,2.0,100.0,4.0,1.0,20.0,43.0,225.0,109.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,7.0,1.0,1.0
Taiwo Awoniyi,NGA,Nott'ham Forest,FW,N/a,24.0,3.0,378.0,4.2,1.0,0.0,1.0,2.1,0.1,6.0,7.0,19.0,0.24,0.0,0.5,0.03,N/a,N/a,N/a,N/a,40.0,2.38,0.95,0.1,59.0,64.8,688.0,55.0,25.0,5.0,-0.1,2.0,5.0,2.0,0.0,9.0,2.14,0.24,0.0,6.0,3.0,5.0,1.0,0.0,1.0,0.0,6.0,159.0,5.0,15.0,72.0,73.0,21.0,159.0,3.0,5.0,62.5,88.0,388.0,183.0,6.0,5.0,2.0,17.0,19.0,8.0,10.0,1.0,2.0,0.0,17.0,12.0,33.0
Tariq Lamptey,GHA,Brighton,DF,N/a,13.0,9.0,765.0,8.5,2.0,2.0,4.0,0.4,0.8,25.0,12.0,40.0,0.24,0.24,0.05,0.09,N/a,N/a,N/a,N/a,33.3,0.71,0.24,0.33,314.0,82.4,4884.0,181.0,155.0,35.0,1.2,5.0,11.0,5.0,4.0,15.0,1.76,0.35,2.0,14.0,10.0,22.0,12.0,5.0,7.0,6.0,20.0,489.0,25.0,147.0,208.0,137.0,9.0,489.0,9.0,15.0,55.6,267.0,1867.0,893.0,25.0,13.0,2.0,9.0,4.0,12.0,10.0,0.0,24.0,0.0,35.0,1.0,12.0
Taylor Harwood-Bellis,ENG,Southampton,DF,N/a,31.0,29.0,2564.0,28.5,1.0,0.0,1.0,1.7,1.0,28.0,116.0,9.0,0.04,0.0,0.06,0.03,N/a,N/a,N/a,N/a,36.8,0.67,0.25,0.05,1742.0,88.0,32312.0,685.0,1019.0,240.0,-1.0,14.0,168.0,9.0,0.0,36.0,1.26,0.07,1.0,27.0,19.0,33.0,59.0,37.0,22.0,30.0,57.0,2268.0,306.0,1054.0,1051.0,172.0,38.0,2268.0,3.0,0.0,0.0,1303.0,6091.0,3584.0,28.0,27.0,0.0,15.0,5.0,32.0,13.0,0.0,9.0,0.0,115.0,52.0,40.0
Thiago,BRA,Brentford,FW,N/a,4.0,1.0,132.0,1.5,0.0,0.0,0.0,0.1,0.1,3.0,2.0,4.0,0.0,0.0,0.07,0.05,N/a,N/a,N/a,N/a,0.0,0.68,0.0,0.0,28.0,71.8,428.0,20.0,12.0,4.0,-0.1,2.0,1.0,1.0,0.0,2.0,1.36,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,56.0,6.0,11.0,23.0,23.0,2.0,56.0,2.0,1.0,33.3,34.0,119.0,42.0,3.0,2.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,0.0,9.0,4.0,3.0
Thomas Partey,GHA,Arsenal,"MF,DF",N/a,31.0,27.0,2437.0,27.1,4.0,2.0,6.0,2.0,1.9,31.0,165.0,45.0,0.15,0.07,0.07,0.07,N/a,N/a,N/a,N/a,30.4,0.85,0.26,0.17,1486.0,87.7,23752.0,832.0,682.0,122.0,0.1,17.0,146.0,33.0,2.0,56.0,2.07,0.48,8.0,79.0,48.0,68.0,23.0,7.0,16.0,32.0,111.0,1928.0,64.0,401.0,1061.0,477.0,27.0,1928.0,20.0,8.0,26.7,1087.0,5792.0,3091.0,31.0,36.0,3.0,20.0,14.0,39.0,27.0,1.0,12.0,0.0,120.0,26.0,21.0
Tim Iroegbunam,ENG,Everton,MF,N/a,16.0,5.0,566.0,6.3,0.0,1.0,1.0,0.2,0.2,8.0,14.0,9.0,0.0,0.16,0.04,0.03,N/a,N/a,N/a,N/a,0.0,0.8,0.0,0.0,109.0,72.7,1830.0,67.0,50.0,19.0,0.8,3.0,10.0,1.0,0.0,10.0,1.59,0.16,1.0,27.0,13.0,22.0,16.0,4.0,12.0,15.0,42.0,255.0,21.0,80.0,122.0,59.0,12.0,255.0,8.0,8.0,40.0,121.0,723.0,360.0,8.0,10.0,2.0,10.0,18.0,15.0,11.0,0.0,1.0,0.0,47.0,9.0,4.0
Timo Werner,GER,Tottenham,"FW,MF",N/a,18.0,4.0,516.0,5.7,0.0,3.0,3.0,1.0,2.5,42.0,30.0,89.0,0.0,0.52,0.17,0.44,N/a,N/a,N/a,N/a,37.5,1.4,0.52,0.0,158.0,66.9,2383.0,97.0,86.0,18.0,0.5,10.0,3.0,15.0,2.0,18.0,3.13,0.52,3.0,6.0,4.0,13.0,10.0,1.0,9.0,1.0,7.0,298.0,8.0,24.0,78.0,203.0,33.0,298.0,10.0,8.0,42.1,215.0,1768.0,1062.0,42.0,24.0,18.0,14.0,6.0,3.0,5.0,5.0,28.0,0.0,18.0,0.0,1.0
Timothy Castagne,BEL,Fulham,DF,N/a,23.0,17.0,1625.0,18.1,0.0,1.0,1.0,0.4,1.2,17.0,61.0,67.0,0.0,0.06,0.02,0.07,N/a,N/a,N/a,N/a,37.5,0.44,0.17,0.0,768.0,81.8,12239.0,436.0,374.0,75.0,-0.2,9.0,51.0,5.0,3.0,25.0,1.38,0.17,2.0,46.0,29.0,45.0,15.0,6.0,9.0,22.0,68.0,1149.0,91.0,444.0,458.0,253.0,32.0,1149.0,5.0,5.0,41.7,542.0,2172.0,1043.0,17.0,15.0,2.0,15.0,5.0,15.0,6.0,1.0,37.0,0.0,55.0,34.0,35.0
Toby Collyer,ENG,Manchester Utd,MF,N/a,6.0,0.0,179.0,2.0,0.0,0.0,0.0,0.2,0.3,0.0,5.0,2.0,0.0,0.0,0.09,0.13,N/a,N/a,N/a,N/a,0.0,0.5,0.0,0.0,76.0,82.6,1127.0,43.0,37.0,4.0,-0.3,2.0,3.0,1.0,0.0,5.0,2.5,0.0,0.0,12.0,9.0,6.0,2.0,1.0,1.0,2.0,14.0,129.0,9.0,46.0,59.0,25.0,3.0,129.0,1.0,1.0,50.0,68.0,239.0,56.0,0.0,0.0,0.0,11.0,1.0,2.0,4.0,0.0,0.0,0.0,17.0,3.0,1.0
Tom Cairney,SCO,Fulham,MF,N/a,22.0,2.0,494.0,5.5,1.0,0.0,1.0,0.2,1.0,14.0,47.0,29.0,0.18,0.0,0.04,0.17,N/a,N/a,N/a,N/a,40.0,0.91,0.36,0.2,482.0,90.4,7576.0,286.0,194.0,39.0,-1.0,10.0,46.0,7.0,3.0,28.0,5.08,0.54,3.0,11.0,5.0,7.0,5.0,1.0,4.0,4.0,15.0,576.0,6.0,83.0,305.0,196.0,12.0,576.0,4.0,4.0,33.3,385.0,1848.0,884.0,14.0,15.0,4.0,5.0,4.0,8.0,17.0,0.0,17.0,0.0,44.0,4.0,8.0
Tommy Doyle,ENG,Wolves,MF,N/a,24.0,3.0,488.0,5.4,0.0,1.0,1.0,0.6,0.5,6.0,40.0,4.0,0.0,0.18,0.1,0.09,N/a,N/a,N/a,N/a,22.2,1.66,0.37,0.0,321.0,81.9,6591.0,119.0,155.0,93.0,0.5,7.0,44.0,3.0,0.0,17.0,3.13,0.55,2.0,11.0,6.0,15.0,11.0,5.0,6.0,5.0,16.0,463.0,22.0,128.0,258.0,80.0,4.0,463.0,5.0,1.0,11.1,260.0,1417.0,578.0,6.0,3.0,0.0,9.0,4.0,5.0,5.0,0.0,15.0,0.0,43.0,1.0,6.0
Tomáš Souček,CZE,West Ham,MF,N/a,31.0,26.0,2251.0,25.0,8.0,1.0,9.0,5.9,1.0,6.0,68.0,62.0,0.32,0.04,0.24,0.04,N/a,N/a,N/a,N/a,28.0,2.0,0.56,0.16,623.0,73.8,10461.0,392.0,307.0,86.0,0.0,14.0,58.0,8.0,1.0,43.0,1.72,0.12,2.0,40.0,19.0,37.0,34.0,17.0,17.0,18.0,58.0,1115.0,110.0,309.0,544.0,266.0,96.0,1115.0,6.0,5.0,45.5,433.0,1303.0,456.0,6.0,10.0,3.0,17.0,10.0,41.0,24.0,4.0,11.0,0.0,52.0,90.0,65.0
Tosin Adarabioyo,ENG,Chelsea,DF,N/a,20.0,13.0,1229.0,13.7,1.0,1.0,2.0,0.9,0.2,5.0,37.0,1.0,0.07,0.07,0.07,0.02,N/a,N/a,N/a,N/a,16.7,0.88,0.15,0.08,988.0,91.4,18105.0,391.0,584.0,95.0,0.8,1.0,53.0,1.0,0.0,12.0,0.88,0.07,0.0,14.0,10.0,12.0,9.0,7.0,2.0,10.0,24.0,1198.0,160.0,570.0,603.0,26.0,13.0,1198.0,4.0,0.0,0.0,713.0,2950.0,1690.0,5.0,2.0,0.0,3.0,0.0,8.0,6.0,1.0,0.0,0.0,34.0,36.0,26.0
Toti Gomes,POR,Wolves,DF,N/a,27.0,26.0,2254.0,25.0,0.0,1.0,1.0,0.7,0.9,21.0,67.0,13.0,0.0,0.04,0.03,0.04,N/a,N/a,N/a,N/a,28.6,0.28,0.08,0.0,1230.0,85.2,20629.0,607.0,624.0,150.0,0.1,9.0,71.0,5.0,3.0,20.0,0.8,0.04,1.0,51.0,37.0,35.0,27.0,17.0,10.0,22.0,73.0,1713.0,198.0,810.0,830.0,92.0,15.0,1713.0,17.0,7.0,26.9,993.0,4804.0,2590.0,21.0,18.0,0.0,16.0,13.0,22.0,14.0,4.0,12.0,0.0,95.0,47.0,24.0
Trent Alexander-Arnold,ENG,Liverpool,DF,N/a,30.0,27.0,2240.0,24.9,3.0,6.0,9.0,1.8,6.7,49.0,211.0,87.0,0.12,0.24,0.07,0.27,N/a,N/a,N/a,N/a,19.0,1.69,0.32,0.07,1357.0,73.6,26053.0,659.0,728.0,381.0,-0.7,50.0,192.0,62.0,20.0,93.0,3.73,0.4,9.0,70.0,49.0,101.0,25.0,8.0,17.0,30.0,100.0,2111.0,85.0,565.0,942.0,618.0,42.0,2111.0,14.0,15.0,48.4,1109.0,5122.0,2732.0,49.0,35.0,8.0,19.0,15.0,11.0,7.0,1.0,142.0,0.0,126.0,3.0,13.0
Trevoh Chalobah,ENG,Crystal Palace,DF,N/a,12.0,12.0,1060.0,11.8,3.0,0.0,3.0,1.2,0.4,11.0,34.0,6.0,0.25,0.0,0.1,0.03,N/a,N/a,N/a,N/a,36.4,0.93,0.34,0.27,349.0,79.0,6831.0,141.0,209.0,82.0,-0.4,4.0,27.0,2.0,1.0,11.0,0.93,0.0,0.0,20.0,16.0,23.0,19.0,9.0,10.0,19.0,39.0,594.0,66.0,275.0,276.0,51.0,14.0,594.0,6.0,2.0,20.0,278.0,1213.0,661.0,11.0,9.0,1.0,4.0,7.0,10.0,15.0,1.0,7.0,0.0,56.0,22.0,19.0
Trevoh Chalobah,ENG,Chelsea,DF,N/a,11.0,9.0,746.0,8.3,0.0,1.0,1.0,0.7,1.2,4.0,34.0,2.0,0.0,0.12,0.09,0.14,N/a,N/a,N/a,N/a,33.3,0.72,0.24,0.0,533.0,90.2,9186.0,252.0,270.0,60.0,-0.2,3.0,37.0,3.0,0.0,12.0,1.45,0.36,1.0,7.0,4.0,6.0,4.0,2.0,2.0,7.0,14.0,668.0,55.0,279.0,340.0,54.0,11.0,668.0,1.0,0.0,0.0,374.0,1493.0,696.0,4.0,2.0,0.0,3.0,2.0,6.0,5.0,0.0,3.0,0.0,25.0,22.0,10.0
Tyler Adams,USA,Bournemouth,MF,N/a,24.0,17.0,1620.0,18.0,0.0,3.0,3.0,1.6,0.9,12.0,61.0,9.0,0.0,0.17,0.09,0.05,N/a,N/a,N/a,N/a,25.0,0.44,0.11,0.0,702.0,82.9,10949.0,391.0,342.0,52.0,2.1,15.0,53.0,2.0,1.0,36.0,2.0,0.22,3.0,75.0,46.0,63.0,33.0,10.0,23.0,31.0,106.0,1091.0,52.0,291.0,623.0,189.0,17.0,1091.0,3.0,9.0,56.3,513.0,2453.0,1080.0,12.0,17.0,1.0,27.0,12.0,41.0,19.0,0.0,3.0,0.0,96.0,29.0,17.0
Tyler Dibling,ENG,Southampton,"FW,MF",N/a,30.0,18.0,1697.0,18.9,2.0,0.0,2.0,2.5,1.5,67.0,60.0,90.0,0.11,0.0,0.13,0.08,N/a,N/a,N/a,N/a,32.1,1.48,0.48,0.07,462.0,80.8,6935.0,285.0,202.0,45.0,-1.5,20.0,25.0,20.0,1.0,55.0,2.92,0.21,2.0,34.0,20.0,26.0,19.0,5.0,14.0,8.0,42.0,807.0,24.0,106.0,369.0,351.0,40.0,807.0,44.0,38.0,36.9,520.0,4170.0,2096.0,67.0,47.0,26.0,41.0,53.0,28.0,48.0,2.0,27.0,0.0,74.0,10.0,21.0
Tyrell Malacia,NED,Manchester Utd,DF,N/a,3.0,2.0,100.0,1.1,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.03,N/a,N/a,N/a,N/a,N/a,0.0,0.0,N/a,49.0,89.1,642.0,33.0,14.0,2.0,0.0,1.0,7.0,1.0,0.0,2.0,1.8,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,62.0,2.0,20.0,27.0,15.0,0.0,62.0,1.0,0.0,0.0,37.0,190.0,118.0,3.0,2.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0
Tyrick Mitchell,ENG,Crystal Palace,DF,N/a,34.0,34.0,2852.0,31.7,0.0,4.0,4.0,1.2,5.6,56.0,62.0,160.0,0.0,0.13,0.04,0.18,N/a,N/a,N/a,N/a,18.2,0.35,0.06,0.0,904.0,72.2,14514.0,567.0,470.0,130.0,-1.6,37.0,45.0,31.0,14.0,66.0,2.08,0.16,5.0,85.0,52.0,41.0,62.0,12.0,50.0,14.0,99.0,1614.0,104.0,560.0,615.0,452.0,42.0,1614.0,13.0,15.0,48.4,742.0,3408.0,1555.0,56.0,33.0,9.0,35.0,28.0,20.0,22.0,2.0,97.0,0.0,152.0,18.0,21.0
Tyrique George,ENG,Chelsea,FW,N/a,7.0,0.0,103.0,1.1,1.0,1.0,2.0,0.2,0.7,9.0,2.0,18.0,0.87,0.87,0.17,0.63,N/a,N/a,N/a,N/a,33.3,2.62,0.87,0.33,38.0,82.6,494.0,23.0,17.0,2.0,0.3,5.0,0.0,1.0,0.0,6.0,5.24,0.87,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,56.0,1.0,10.0,14.0,33.0,8.0,56.0,3.0,1.0,25.0,38.0,348.0,208.0,9.0,1.0,5.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,3.0,0.0,3.0
Tyrone Mings,ENG,Aston Villa,DF,N/a,13.0,11.0,1051.0,11.7,0.0,0.0,0.0,0.8,0.2,6.0,39.0,0.0,0.0,0.0,0.07,0.02,N/a,N/a,N/a,N/a,11.1,0.77,0.09,0.0,581.0,88.6,10405.0,245.0,334.0,63.0,-0.2,3.0,47.0,5.0,0.0,17.0,1.45,0.17,1.0,6.0,5.0,2.0,13.0,11.0,2.0,7.0,13.0,767.0,139.0,388.0,340.0,43.0,15.0,767.0,2.0,0.0,0.0,472.0,2597.0,1333.0,6.0,12.0,0.0,3.0,1.0,3.0,9.0,0.0,1.0,0.0,33.0,26.0,21.0
Valentino Livramento,ENG,Newcastle Utd,DF,N/a,33.0,28.0,2480.0,27.6,0.0,1.0,1.0,0.2,2.3,72.0,136.0,91.0,0.0,0.04,0.01,0.08,N/a,N/a,N/a,N/a,20.0,0.18,0.04,0.0,1228.0,85.0,18159.0,785.0,520.0,78.0,-1.3,21.0,94.0,23.0,5.0,39.0,1.42,0.07,2.0,50.0,33.0,54.0,33.0,10.0,23.0,21.0,71.0,1728.0,105.0,553.0,796.0,404.0,32.0,1728.0,21.0,20.0,41.7,900.0,5397.0,2878.0,72.0,37.0,11.0,25.0,34.0,6.0,32.0,2.0,44.0,0.0,170.0,22.0,30.0
